timestamp,src_ip,src_port,dest_ip,dest_port,proto,sig_id,signature,category,severity,cve,date
2026-09-10 17:55:19.209834+00:00,13.220.90.211,60497.0,HONEYPOT_IP,3000.0,TCP,2030469,ET EXPLOIT F5 TMUI RCE vulnerability CVE-2020-5902 Attempt M1,Attempted Administrator Privilege Gain,1,CVE_2020_5902,2026-09-10
2026-09-12 00:06:14.351556+00:00,13.220.90.211,46827.0,HONEYPOT_IP,3000.0,TCP,2030469,ET EXPLOIT F5 TMUI RCE vulnerability CVE-2020-5902 Attempt M1,Attempted Administrator Privilege Gain,1,CVE_2020_5902,2026-09-12
