timestamp,src_ip,session,url,outfile,shasum,eventid
2026-09-14 10:25:51.205389+00:00,160.119.66.206,f2a98732f8a0,http://160.119.66.206/bins/kla.sh,,,cowrie.session.file_download.failed
2026-09-14 20:47:02.586671+00:00,160.119.66.206,5809b0c00543,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-14 20:47:03.067119+00:00,160.119.66.206,5809b0c00543,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-14 20:47:03.081996+00:00,160.119.66.206,5809b0c00543,http://160.119.66.206/bins/kla.sh,,,cowrie.session.file_download.failed
2026-09-14 20:47:03.269961+00:00,160.119.66.206,ce7f27b89fa2,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-14 20:47:03.359831+00:00,160.119.66.206,ce7f27b89fa2,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-14 20:47:03.381395+00:00,160.119.66.206,ce7f27b89fa2,http://160.119.66.206/bins/kla.sh,,,cowrie.session.file_download.failed
2026-09-15 11:30:18.254352+00:00,160.119.66.206,394be6f0cead,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-15 11:30:18.373960+00:00,160.119.66.206,394be6f0cead,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-15 11:30:18.398052+00:00,160.119.66.206,394be6f0cead,http://160.119.66.206/bins/kla.sh,,,cowrie.session.file_download.failed
2026-09-15 11:30:18.609586+00:00,160.119.66.206,1da60c36f0f0,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-15 11:30:18.706127+00:00,160.119.66.206,1da60c36f0f0,http://160.119.66.206/bins/kla.sh,/home/cowrie/cowrie/dl/39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,39be6853a8204ce6455a373a6ffb4cb4672d4a62d90be69f7d6eeb66cda10b96,cowrie.session.file_download
2026-09-15 11:30:18.726034+00:00,160.119.66.206,1da60c36f0f0,http://160.119.66.206/bins/kla.sh,,,cowrie.session.file_download.failed
